P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
KOI-1898.01,,1898.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,3.30,,1.56,0.87,1.36,1.45,        274.3396,        274.3397,        274.3397,1036.9,1036.9,1036.9,1089.7,1089.7,1089.7,2.9,-24.27,2.96,6.50,0.07,0.00,0.07,87.1,,KOI-1898,,,Lyr,F,1.01,1.04,6057.0,1.306131,,3.500,13.2,502.77,19.0857,43.3205,-32.9,8.0389,1,0,0.848,2.058,-2.29,0.04,-0.86,0.29,0.00,0.78,0.01,0.28,0,0,0,0,tran,2012
KOI-1899.01,,1899.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,,9.50,,2.60,0.54,1.41,1.91,        94.45636,        94.45638,        94.45640,794.2,794.2,794.2,849.6,849.6,849.6,5.1,-24.22,4.94,19.76,0.15,0.00,0.15,87.7,,KOI-1899,,,Cyg,F,1.14,1.21,6321.0,2.097026,,2.700,14.6,1162.85,19.7169,42.5375,-31.7,4.3287,1,0,1.064,2.554,-2.23,0.98,-0.42,0.29,0.00,0.56,0.02,0.24,0,0,0,0,tran,2012
KOI-1900.01,,1900.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,3.05,,1.51,0.89,1.34,1.42,        48.98847,        48.98848,        48.98848,674.0,674.0,674.0,726.6,726.6,726.6,2.7,-22.32,2.87,5.18,0.05,0.00,0.05,82.5,,KOI-1900,,,Cyg,K,0.62,0.59,4450.0,0.122471,,13.900,14.7,305.33,19.7271,45.8091,-31.0,6.2916,1,0,0.276,0.722,-2.02,-0.00,-0.67,0.32,0.00,0.80,0.04,0.31,0,0,0,0,tran,2012
KOI-1901.01,,1901.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,6.17,,2.07,0.70,1.44,1.73,        7.495690,        7.495692,        7.495693,421.5,421.5,421.5,476.1,476.1,476.1,4.3,-20.96,3.93,85.65,0.39,0.00,0.39,90.0,,KOI-1901,,,Lyr,F,1.06,0.96,6078.0,1.128431,,0.400,13.3,487.00,19.0935,38.7385,-28.9,1.3186,1,0,0.788,1.909,-1.71,0.48,-0.10,0.36,0.00,0.65,0.24,0.41,0,0,0,0,tran,2012
KOI-1902.01,,1902.01,Warm,Jovian,gas,hydrogen-rich,non-habitable,,248.88,,20.00,0.03,0.62,3.53,       0.3255963,       0.3255964,       0.3255965,192.4,192.4,192.4,,,,7.7,-22.49,38.74,137.86,0.42,0.00,0.42,90.0,,KOI-1902,,,Cyg,K,0.54,0.51,3968.0,0.058534,,13.900,14.6,201.72,19.7918,41.0806,-25.5,0.6448,1,1,0.194,0.517,0.42,15.98,3.19,0.06,,0.10,0.49,0.27,0,0,1,0,tran,2012
KOI-1904.01,,1904.01,Hot,Neptunian,gas,metals-rich,non-habitable,,12.05,,3.67,0.24,0.89,1.81,        200.9805,        200.9806,        200.9806,959.3,959.3,959.3,,,,2.9,-25.80,6.98,12.44,0.10,0.00,0.10,87.1,,KOI-1904,,,Cyg,G,0.92,1.89,5054.0,2.091002,,13.800,13.4,679.85,19.7698,44.9419,-32.5,9.8869,1,0,1.117,2.836,-2.18,2.49,-0.60,0.23,,0.43,0.01,0.19,0,0,0,0,tran,2012
KOI-1905.01,,1905.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,2.52,,1.40,0.92,1.29,1.34,        70.03998,        70.03999,        70.04000,737.0,737.0,737.0,789.0,789.0,789.0,2.3,-22.54,2.66,7.63,0.07,0.00,0.07,87.7,,KOI-1905,,,Lyr,G,0.75,0.75,5070.0,0.333460,,13.600,14.0,361.05,19.1109,47.4137,-31.4,5.7950,1,0,0.446,1.131,-2.10,-0.08,-0.77,0.31,0.00,0.83,0.03,0.30,0,0,0,0,tran,2012
KOI-1906.01,,1906.01,Hot,Jovian,gas,metals-rich,non-habitable,,148.88,,15.00,0.04,0.66,3.15,        71.46098,        71.46100,        71.46101,740.7,740.7,740.7,,,,6.6,-27.74,28.81,8.71,0.08,0.00,0.08,86.5,,KOI-1906,,,Cyg,G,0.88,0.77,5381.0,0.445988,,0.800,14.8,602.20,19.7749,49.9792,-31.4,5.1960,1,0,0.509,1.273,-2.13,11.84,0.51,0.08,,0.12,0.03,0.08,0,0,0,0,tran,2012
KOI-1907.01,,1907.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,5.40,,1.94,0.74,1.43,1.67,        10.62628,        10.62628,        10.62628,460.0,460.0,460.0,514.3,514.3,514.3,4.0,-21.20,3.69,11.35,0.08,0.00,0.08,88.8,,KOI-1907,,,Lyr,K,0.56,0.53,4086.0,0.069719,,13.700,15.3,294.25,18.8573,42.6658,-29.3,3.4744,1,0,0.211,0.560,-1.74,0.36,-0.23,0.36,0.00,0.68,0.17,0.37,0,0,0,0,tran,2012
KOI-1908.01,,1908.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,2.71,,1.44,0.91,1.31,1.37,        13.18683,        13.18683,        13.18684,485.5,485.5,485.5,537.7,537.7,537.7,2.5,-20.78,2.74,12.55,0.09,0.00,0.09,87.7,,KOI-1908,,,Cyg,K,0.60,0.57,4347.0,0.104453,,14.000,14.7,280.30,19.4857,40.9136,-29.5,3.4196,2,0,0.256,0.672,-1.80,-0.05,-0.53,0.35,0.00,0.82,0.14,0.38,0,0,0,0,tran,2012
KOI-1908.02,,1908.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.53,,1.16,0.98,1.14,1.15,        5.484820,        5.484821,        5.484822,389.9,389.9,389.9,440.0,440.0,440.0,1.5,-19.35,2.20,24.09,0.14,0.00,0.14,88.8,,KOI-1908,,,Cyg,K,0.60,0.57,4347.0,0.104453,,14.000,14.7,280.30,19.4857,40.9136,-28.6,2.2052,2,0,0.256,0.672,-1.57,-0.23,-0.61,0.37,0.00,0.93,0.31,0.51,0,0,0,0,tran,2012
KOI-1909.01,,1909.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,2.90,,1.48,0.89,1.32,1.40,        104.2154,        104.2154,        104.2154,814.0,814.0,814.0,866.4,866.4,866.4,2.6,-23.10,2.81,12.76,0.11,0.00,0.11,87.7,,KOI-1909,,,Lyr,F,1.05,1.00,6095.0,1.238183,,1.600,12.8,393.93,19.1427,47.1152,-31.8,4.8906,3,0,0.824,1.997,-2.22,-0.02,-0.78,0.30,0.00,0.81,0.02,0.29,0,0,0,0,tran,2012
KOI-1909.02,,1909.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.35,,1.11,0.99,1.10,1.10,        322.1079,        322.1079,        322.1080,1079.3,1079.3,1079.3,1128.9,1128.9,1128.9,1.3,-23.70,2.11,5.47,0.06,0.00,0.06,85.9,,KOI-1909,,,Lyr,F,1.05,1.00,6095.0,1.238183,,1.600,12.8,393.93,19.1427,47.1152,-33.0,8.6035,3,0,0.824,1.997,-2.30,-0.26,-1.08,0.28,0.00,0.95,0.01,0.30,0,0,0,0,tran,2012
KOI-1909.03,,1909.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,,3.51,,1.60,0.86,1.37,1.48,        42.34406,        42.34407,        42.34407,649.9,649.9,649.9,702.9,702.9,702.9,3.0,-22.29,3.04,25.10,0.17,0.00,0.17,88.2,,KOI-1909,,,Lyr,F,1.05,1.00,6095.0,1.238183,,1.600,12.8,393.93,19.1427,47.1152,-30.8,3.1169,3,0,0.824,1.997,-2.11,0.07,-0.61,0.31,0.00,0.77,0.05,0.31,0,0,0,0,tran,2012
KOI-1910.01,,1910.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,8.22,,2.40,0.59,1.43,1.85,        13.68224,        13.68225,        13.68225,490.0,490.0,490.0,545.1,545.1,545.1,4.9,-21.94,4.56,34.27,0.19,0.00,0.19,88.8,,KOI-1910,,,Cyg,G,0.80,0.84,5299.0,0.499142,,13.200,14.7,599.95,19.2795,44.1493,-29.6,2.3439,1,0,0.540,1.357,-1.86,0.79,-0.11,0.33,0.00,0.59,0.14,0.32,0,0,0,0,tran,2012
KOI-1911.01,,1911.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,6.97,,2.20,0.65,1.44,1.78,        125.3982,        125.3982,        125.3982,852.5,852.5,852.5,907.4,907.4,907.4,4.6,-24.16,4.18,5.75,0.06,0.00,0.06,88.8,,KOI-1911,,,Cyg,G,0.81,0.79,5284.0,0.436511,,8.600,15.2,709.11,19.8268,46.8240,-32.0,7.1403,1,0,0.506,1.270,-2.17,0.60,-0.55,0.30,0.00,0.62,0.02,0.26,0,0,0,0,tran,2012
KOI-1913.01,,1913.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,2.25,,1.34,0.94,1.26,1.30,        222.9939,        222.9939,        222.9940,984.5,984.5,984.5,1036.1,1036.1,1036.1,2.1,-23.71,2.55,5.51,0.06,0.00,0.06,88.2,,KOI-1913,,,Cyg,G,0.85,0.95,5517.0,0.750152,,12.700,13.3,392.91,19.2864,46.4580,-32.6,8.7373,1,0,0.657,1.632,-2.23,-0.12,-0.93,0.29,0.00,0.85,0.01,0.29,0,0,0,0,tran,2012
KOI-1914.01,,1914.01,Hot,Jovian,gas,metals-rich,non-habitable,,31.62,,6.30,0.13,0.80,2.24,        128.8042,        128.8042,        128.8042,858.3,858.3,858.3,,,,4.0,-26.49,11.99,18.93,0.14,0.00,0.14,88.2,,KOI-1914,,,Cyg,K,0.92,2.14,4889.0,2.347456,,14.000,14.4,1150.70,19.3499,44.4352,-32.0,8.4554,1,0,1.191,3.048,-2.14,4.80,-0.25,0.16,,0.27,0.02,0.13,0,0,0,0,tran,2012
KOI-1915.01,,1915.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,3.45,,1.59,0.86,1.37,1.47,        209.8287,        209.8287,        209.8288,969.6,969.6,969.6,1022.6,1022.6,1022.6,3.0,-24.02,3.02,6.56,0.07,0.00,0.07,87.1,,KOI-1915,,,Cyg,G,1.02,0.93,5990.0,0.998995,,0.300,14.0,618.94,19.7376,45.4286,-32.6,7.1875,1,0,0.744,1.809,-2.27,0.06,-0.81,0.29,0.00,0.77,0.01,0.28,0,0,0,0,tran,2012
KOI-1916.01,,1916.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,6.72,,2.16,0.67,1.44,1.76,        49.69201,        49.69201,        49.69201,676.4,676.4,676.4,731.2,731.2,731.2,4.5,-23.11,4.11,20.68,0.15,0.00,0.15,85.4,,KOI-1916,,,Lyr,F,1.06,0.96,6064.0,1.118070,,0.300,13.6,545.61,19.3492,41.3314,-31.0,3.4112,3,0,0.784,1.903,-2.13,0.56,-0.42,0.31,0.00,0.63,0.04,0.27,0,0,0,0,tran,2012
KOI-1916.02,,1916.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,,5.11,,1.89,0.76,1.43,1.64,        138.0334,        138.0334,        138.0334,873.3,873.3,873.3,927.4,927.4,927.4,3.9,-23.94,3.59,9.60,0.09,0.00,0.09,83.1,,KOI-1916,,,Lyr,F,1.06,0.96,6064.0,1.118070,,0.300,13.6,545.61,19.3492,41.3314,-32.1,5.6868,3,0,0.784,1.903,-2.24,0.31,-0.65,0.30,0.00,0.69,0.01,0.27,0,0,0,0,tran,2012
KOI-1916.03,,1916.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.78,,0.92,1.00,0.92,0.92,        1091.865,        1091.865,        1091.865,1464.5,1464.5,1464.5,1511.8,1511.8,1511.8,0.8,-24.62,1.75,2.02,0.03,0.00,0.03,69.9,,KOI-1916,,,Lyr,F,1.06,0.96,6064.0,1.118070,,0.300,13.6,545.61,19.3492,41.3314,-34.4,16.0398,3,0,0.784,1.903,-2.35,-0.35,-1.26,0.27,0.00,0.96,0.00,0.29,0,0,0,0,tran,2012
KOI-1917.01,,1917.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,2.70,0.48,1.30,1.88,        35.98981,        35.98981,        35.98982,624.0,624.0,624.0,678.9,678.9,678.9,4.6,-23.25,5.13,35.01,0.22,0.00,0.22,88.8,,KOI-1917,,,Cyg,F,1.14,1.09,6358.0,1.741907,,0.600,13.6,689.18,19.4356,47.0425,-30.6,2.6406,1,0,0.968,2.321,-2.11,1.16,-0.28,0.29,0.00,0.54,0.05,0.26,0,0,0,0,tran,2012
KOI-1920.01,,1920.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,6.97,,2.20,0.65,1.44,1.78,        33.57300,        33.57300,        33.57301,613.3,613.3,613.3,668.1,668.1,668.1,4.6,-22.73,4.18,16.57,0.12,0.00,0.12,88.8,,KOI-1920,,,Lyr,G,0.89,0.79,5488.0,0.507926,,0.500,14.6,592.86,19.0081,44.1106,-30.6,3.4233,1,0,0.541,1.346,-2.04,0.60,-0.34,0.32,0.00,0.62,0.06,0.28,0,0,0,0,tran,2012
KOI-1921.01,,1921.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,3.00,0.35,1.06,1.78,        179.8352,        179.8352,        179.8352,933.0,933.0,933.0,986.5,986.5,986.5,3.3,-25.23,5.70,16.00,0.14,0.00,0.14,84.8,,KOI-1921,,,Cyg,F,1.28,1.34,6716.0,3.277496,,1.360,12.8,653.37,19.5172,43.4269,-32.4,5.2916,1,0,1.311,3.104,-2.31,1.68,-0.60,0.26,0.00,0.50,0.01,0.22,0,0,0,0,tran,2012
KOI-1922.01,,1922.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,5.40,,1.94,0.74,1.43,1.67,        1128.847,        1128.847,        1128.848,1476.7,1476.7,1476.7,1531.0,1531.0,1531.0,4.0,-26.29,3.69,1.95,0.03,0.00,0.03,85.4,,KOI-1922,,,Cyg,F,1.04,0.95,6050.0,1.084822,,0.300,15.4,1202.94,19.6409,45.9846,-34.4,16.3871,2,0,0.773,1.876,-2.35,0.36,-0.89,0.28,0.00,0.68,0.00,0.26,0,0,0,0,tran,2012
KOI-1922.02,,1922.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,2.76,,1.45,0.90,1.31,1.38,        72.88512,        72.88513,        72.88514,744.4,744.4,744.4,796.7,796.7,796.7,2.5,-22.66,2.76,15.10,0.12,0.00,0.12,89.4,,KOI-1922,,,Cyg,F,1.04,0.95,6050.0,1.084822,,0.300,15.4,1202.94,19.6409,45.9846,-31.4,4.1507,2,0,0.773,1.876,-2.18,-0.05,-0.75,0.30,0.00,0.82,0.03,0.30,0,0,0,0,tran,2012
KOI-1923.01,,1923.01,Hot,Neptunian,gas,metals-rich,non-habitable,,9.50,,3.20,0.29,0.93,1.72,        354.6209,        354.6209,        354.6210,1105.6,1105.6,1105.6,,,,2.8,-26.12,6.08,7.23,0.07,0.00,0.07,89.4,,KOI-1923,,,Lyr,G,0.91,1.51,5437.0,1.787644,,13.900,14.1,884.03,18.8980,40.1326,-33.1,11.3524,1,0,1.017,2.537,-2.25,2.03,-0.73,0.24,,0.48,0.01,0.21,0,0,0,0,tran,2012
KOI-1924.01,,1924.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,,2.30,,1.35,0.93,1.26,1.30,        3122.987,        3122.987,        3122.988,1904.5,1904.5,1904.5,1956.1,1956.1,1956.1,2.1,-26.61,2.57,2.12,0.04,0.00,0.04,72.2,,KOI-1924,,,Cyg,G,1.39,1.91,5930.0,4.047392,,3.390,7.8,74.05,19.6191,40.2138,-35.5,28.5692,1,0,1.500,3.660,-2.36,-0.12,-1.15,0.28,0.00,0.85,0.00,0.29,0,0,0,0,tran,2012
KOI-1925.01,,1925.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.39,,1.12,0.99,1.10,1.11,        6.675664,        6.675665,        6.675666,409.5,409.5,409.5,459.2,459.2,459.2,1.4,-19.49,2.13,68.96,0.32,0.00,0.32,89.4,,KOI-1925,,,Cyg,G,0.88,0.95,5365.0,0.666605,,11.400,9.4,62.63,19.5786,46.8528,-28.8,1.5971,1,0,0.623,1.559,-1.66,-0.26,-0.67,0.36,0.00,0.94,0.26,0.48,0,0,0,0,tran,2012
KOI-1928.01,,1928.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,2.80,0.43,1.21,1.84,        11.16734,        11.16734,        11.16734,465.7,465.7,465.7,520.1,520.1,520.1,4.1,-22.05,5.32,63.04,0.31,0.00,0.31,88.8,,KOI-1928,,,Lyr,G,1.04,0.97,6000.0,1.094053,,1.900,13.6,541.45,18.9206,41.0412,-29.4,1.6516,1,0,0.778,1.892,-1.83,1.33,-0.08,0.31,0.00,0.53,0.16,0.32,0,0,0,0,tran,2012
KOI-1929.01,,1929.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,5.75,,2.00,0.72,1.44,1.70,        286.1005,        286.1005,        286.1005,1047.8,1047.8,1047.8,1102.2,1102.2,1102.2,4.1,-24.86,3.80,9.69,0.09,0.00,0.09,82.5,,KOI-1929,,,Cyg,G,1.03,1.46,5900.0,2.317414,,8.200,12.7,526.96,19.3374,47.1640,-32.9,8.6533,2,0,1.137,2.777,-2.28,0.41,-0.72,0.29,0.00,0.67,0.01,0.26,0,0,0,0,tran,2012
KOI-1929.02,,1929.02,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,,2.66,,1.43,0.91,1.30,1.36,        1197.011,        1197.011,        1197.012,1498.5,1498.5,1498.5,1550.7,1550.7,1550.7,2.4,-25.69,2.72,3.29,0.04,0.00,0.04,75.6,,KOI-1929,,,Cyg,G,1.03,1.46,5900.0,2.317414,,8.200,12.7,526.96,19.3374,47.1640,-34.5,17.7541,2,0,1.137,2.777,-2.33,-0.06,-1.05,0.28,0.00,0.82,0.00,0.28,0,0,0,0,tran,2012
KOI-1930.01,,1930.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,7.03,,2.21,0.65,1.44,1.78,        183.8451,        183.8452,        183.8452,938.1,938.1,938.1,993.0,993.0,993.0,4.6,-24.59,4.20,13.73,0.12,0.00,0.12,87.1,,KOI-1930,,,Lyr,G,1.10,1.51,5897.0,2.473821,,6.500,12.1,412.04,18.8653,40.7844,-32.4,6.9413,4,0,1.175,2.869,-2.25,0.61,-0.60,0.29,0.00,0.62,0.01,0.25,0,0,0,0,tran,2012
KOI-1930.02,,1930.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,,6.60,,2.14,0.67,1.44,1.76,        85.59931,        85.59932,        85.59934,774.9,774.9,774.9,829.7,829.7,829.7,4.4,-23.69,4.07,24.31,0.17,0.00,0.17,87.7,,KOI-1930,,,Lyr,G,1.10,1.51,5897.0,2.473821,,6.500,12.1,412.04,18.8653,40.7844,-31.6,4.7349,4,0,1.175,2.869,-2.19,0.54,-0.51,0.30,0.00,0.64,0.02,0.26,0,0,0,0,tran,2012
KOI-1930.03,,1930.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,,8.60,,2.46,0.58,1.42,1.87,        38.34430,        38.34430,        38.34430,634.0,634.0,634.0,689.2,689.2,689.2,5.0,-23.12,4.68,44.43,0.25,0.00,0.25,88.2,,KOI-1930,,,Lyr,G,1.10,1.51,5897.0,2.473821,,6.500,12.1,412.04,18.8653,40.7844,-30.7,3.1685,4,0,1.175,2.869,-2.09,0.85,-0.29,0.31,0.00,0.58,0.05,0.27,0,0,0,0,tran,2012
KOI-1930.04,,1930.04,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,2.34,,1.36,0.93,1.27,1.31,        305.4099,        305.4099,        305.4100,1065.0,1065.0,1065.0,1116.7,1116.7,1116.7,2.2,-24.09,2.58,9.34,0.09,0.00,0.09,85.4,,KOI-1930,,,Lyr,G,1.10,1.51,5897.0,2.473821,,6.500,12.1,412.04,18.8653,40.7844,-33.0,8.9502,4,0,1.175,2.869,-2.28,-0.11,-0.95,0.29,0.00,0.85,0.01,0.29,0,0,0,0,tran,2012
KOI-1931.01,,1931.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,3.40,,1.58,0.86,1.36,1.47,        199.2867,        199.2867,        199.2867,957.2,957.2,957.2,1010.2,1010.2,1010.2,2.9,-23.95,3.00,4.98,0.06,0.00,0.06,84.8,,KOI-1931,,,Cyg,G,0.93,0.83,5639.0,0.624963,,0.400,14.5,625.58,19.5568,48.4446,-32.5,7.9048,3,0,0.597,1.474,-2.23,0.05,-0.81,0.30,0.00,0.78,0.01,0.28,0,0,0,0,tran,2012
KOI-1931.02,,1931.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,2.39,,1.37,0.93,1.27,1.32,        73.83778,        73.83779,        73.83781,746.8,746.8,746.8,798.6,798.6,798.6,2.2,-22.55,2.60,10.56,0.09,0.00,0.09,87.1,,KOI-1931,,,Cyg,G,0.93,0.83,5639.0,0.624963,,0.400,14.5,625.58,19.5568,48.4446,-31.4,4.8092,3,0,0.597,1.474,-2.15,-0.10,-0.80,0.30,0.00,0.84,0.03,0.30,0,0,0,0,tran,2012
KOI-1931.03,,1931.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.79,,1.23,0.96,1.19,1.21,        127.5435,        127.5435,        127.5435,856.2,856.2,856.2,906.9,906.9,906.9,1.7,-22.91,2.34,6.99,0.07,0.00,0.07,85.9,,KOI-1931,,,Cyg,G,0.93,0.83,5639.0,0.624963,,0.400,14.5,625.58,19.5568,48.4446,-32.0,6.3221,3,0,0.597,1.474,-2.20,-0.19,-0.93,0.29,0.00,0.90,0.02,0.30,0,0,0,0,tran,2012
KOI-1932.01,,1932.01,Hot,Neptunian,gas,metals-rich,non-habitable,,22.44,,5.20,0.16,0.83,2.08,        815.5652,        815.5654,        815.5654,1361.5,1361.5,1361.5,,,,3.6,-28.08,9.89,22.82,0.20,0.00,0.20,89.4,,KOI-1932,,,Cyg,A,2.12,2.83,8229.0,32.949656,,0.800,12.3,1667.89,19.7289,40.3006,-34.0,7.5086,1,0,4.100,9.576,-2.42,3.86,-0.64,0.18,,0.32,0.00,0.15,0,0,0,0,tran,2012
